key_0,lineloc,stage_filtered,z,underwater,z_normalized,nice_datetimes
2020-06-21 18:00:00,375.0,,314.66682850198794,0.0,-0.9845270553942669,Jun 21
2020-06-21 21:00:00,350.0,,315.83709367434,0.0,0.1857381169577934,Jun 21
2020-06-22 00:00:00,,,,,,Jun 22
2020-06-22 03:00:00,365.0,0.27,315.13493457092875,0.0,-0.5164209864534541,Jun 22
2020-06-22 06:00:00,334.0,0.365833333,316.58606338464534,0.0,0.9347078272631393,Jun 22
2020-06-22 09:00:00,317.0,0.310909091,317.38184370184473,0.0,1.7304881444625266,Jun 22
2020-06-22 12:00:00,336.0,0.222727273,316.49244217085715,0.0,0.8410866134749426,Jun 22
2020-06-22 15:00:00,360.0,0.144545455,315.3689876053992,0.0,-0.28236795198301934,Jun 22
2020-06-22 18:00:00,355.0,0.071,315.60304063986956,0.0,-0.04831491751264139,Jun 22
2020-06-22 21:00:00,334.0,,316.58606338464534,0.0,0.9347078272631393,Jun 22
2020-06-23 00:00:00,,,,,,Jun 23
2020-06-23 03:00:00,365.0,,315.13493457092875,0.0,-0.5164209864534541,Jun 23
2020-06-23 06:00:00,365.0,,315.13493457092875,0.0,-0.5164209864534541,Jun 23
2020-06-23 09:00:00,365.0,,315.13493457092875,0.0,-0.5164209864534541,Jun 23
2020-06-23 12:00:00,365.0,,315.13493457092875,0.0,-0.5164209864534541,Jun 23
2020-06-23 15:00:00,365.0,,315.13493457092875,0.0,-0.5164209864534541,Jun 23
2020-06-23 18:00:00,365.0,,315.13493457092875,0.0,-0.5164209864534541,Jun 23
2020-06-23 21:00:00,338.0,,316.398820957069,0.0,0.7474653996868028,Jun 23
2020-06-24 00:00:00,370.0,,314.9008815364583,0.0,-0.7504740209238889,Jun 24
2020-06-24 03:00:00,331.0,,316.7264952053276,0.0,1.0751396479453774,Jun 24
2020-06-24 06:00:00,370.0,,314.9008815364583,0.0,-0.7504740209238889,Jun 24
2020-06-24 09:00:00,341.0,,316.2583891363867,0.0,0.6070335790045078,Jun 24
2020-06-24 12:00:00,346.0,,316.02433610191633,0.0,0.3729805445341299,Jun 24
2020-06-24 15:00:00,347.0,,315.97752549502223,0.0,0.32616993764003155,Jun 24
2020-06-24 18:00:00,365.0,,315.13493457092875,0.0,-0.5164209864534541,Jun 24
2020-06-24 21:00:00,365.0,,315.13493457092875,0.0,-0.5164209864534541,Jun 24
2020-06-25 00:00:00,365.0,0.125454545,315.13493457092875,0.0,-0.5164209864534541,Jun 25
2020-06-25 03:00:00,365.0,0.295833333,315.13493457092875,0.0,-0.5164209864534541,Jun 25
2020-06-25 06:00:00,335.0,0.36,316.53925277775124,0.0,0.887897220369041,Jun 25
2020-06-25 09:00:00,319.0,0.346666667,317.2882224880566,0.0,1.6368669306743868,Jun 25
2020-06-25 12:00:00,336.0,0.28,316.49244217085715,0.0,0.8410866134749426,Jun 25
2020-06-25 15:00:00,336.0,0.208181818,316.49244217085715,0.0,0.8410866134749426,Jun 25
2020-06-25 18:00:00,333.0,0.222727273,316.6328739915394,0.0,0.9815184341571808,Jun 25
2020-06-25 21:00:00,355.0,0.42,315.60304063986956,0.0,-0.04831491751264139,Jun 25
2020-06-26 00:00:00,,0.7,,,,Jun 26
2020-06-26 03:00:00,321.0,0.78,317.1946012742684,0.0,1.5432457168861902,Jun 26
2020-06-26 06:00:00,323.0,0.713,317.10098006048025,0.0,1.4496245030980504,Jun 26
2020-06-26 09:00:00,328.0,0.569166667,316.8669270260098,0.0,1.2155714686276156,Jun 26
2020-06-26 12:00:00,329.0,0.414166667,316.8201164191157,0.0,1.1687608617335172,Jun 26
2020-06-26 15:00:00,334.0,0.302727273,316.58606338464534,0.0,0.9347078272631393,Jun 26
2020-06-26 18:00:00,333.0,0.305,316.6328739915394,0.0,0.9815184341571808,Jun 26
