key_0,lineloc,stage_filtered,z,underwater,z_normalized,nice_datetimes
2019-07-12 03:00:00,295.0,1.53,318.4193653084455,1.0,2.0481314495980314,Jul 12
2019-07-12 06:00:00,302.0,1.399090909,318.0685756043601,0.0,1.697341745512631,Jul 12
2019-07-12 09:00:00,306.0,1.211818182,317.87602538926063,0.0,1.504791530413172,Jul 12
2019-07-12 12:00:00,309.0,1.067272727,317.731612727936,0.0,1.3603788690885494,Jul 12
2019-07-12 15:00:00,330.0,1.0525,316.7207240986639,0.0,0.3494902398164186,Jul 12
2019-07-12 18:00:00,309.0,1.357272727,317.731612727936,0.0,1.3603788690885494,Jul 12
2019-07-12 21:00:00,314.0,1.89,317.4909249590617,0.0,1.1196911002142542,Jul 12
2019-07-13 00:00:00,275.0,2.114166667,319.3784692037197,1.0,3.0072353448722424,Jul 13
2019-07-13 03:00:00,277.0,1.947272727,319.28091654655236,1.0,2.909682687704901,Jul 13
2019-07-13 06:00:00,295.0,1.636,318.4193653084455,1.0,2.0481314495980314,Jul 13
2019-07-13 09:00:00,303.0,1.344166667,318.0204380505852,0.0,1.6492041917377378,Jul 13
2019-07-13 12:00:00,309.0,1.145,317.731612727936,0.0,1.3603788690885494,Jul 13
2019-07-13 15:00:00,311.0,1.23,317.6353376203863,0.0,1.26410376153882,Jul 13
2019-07-13 18:00:00,292.0,1.687,318.53305402508886,1.0,2.161820166241398,Jul 13
2019-07-13 21:00:00,308.0,2.1025,317.7797502817109,0.0,1.4085164228634426,Jul 13
2019-07-14 00:00:00,302.0,2.222,318.0685756043601,0.0,1.697341745512631,Jul 14
2019-07-14 03:00:00,274.0,2.117272727,319.4336498393964,1.0,3.0624159805489626,Jul 14
2019-07-14 06:00:00,296.0,1.7675,318.3873000866831,1.0,2.0160662278356654,Jul 14
2019-07-14 09:00:00,290.0,1.448,318.6308614661281,1.0,2.259627607280663,Jul 14
2019-07-14 12:00:00,315.0,1.29,317.4427874052868,0.0,1.071553546439361,Jul 14
2019-07-14 15:00:00,304.0,1.549,317.97230049681036,0.0,1.6010666379629015,Jul 14
2019-07-14 18:00:00,281.0,2.008181818,319.0643959347108,1.0,2.693162075863313,Jul 14
2019-07-14 21:00:00,300.0,2.424166667,318.18888870631764,1.0,1.8176548474701804,Jul 14
2019-07-15 00:00:00,268.0,2.3,319.74611750557165,1.0,3.374883646724186,Jul 15
2019-07-15 03:00:00,293.0,2.025454545,318.4957254636852,1.0,2.124491604837715,Jul 15
2019-07-15 06:00:00,281.0,1.769090909,319.0643959347108,1.0,2.693162075863313,Jul 15
2019-07-15 09:00:00,309.0,1.525454545,317.731612727936,0.0,1.3603788690885494,Jul 15
2019-07-15 12:00:00,303.0,1.41,318.0204380505852,0.0,1.6492041917377378,Jul 15
2019-07-15 15:00:00,312.0,1.45,317.58720006661144,0.0,1.2159662077639837,Jul 15
2019-07-15 18:00:00,287.0,1.9075,318.75574122789203,1.0,2.38450736904457,Jul 15
2019-07-15 21:00:00,274.0,2.142727273,319.4336498393964,1.0,3.0624159805489626,Jul 15
2019-07-16 00:00:00,273.0,2.051666667,319.4894068864759,1.0,3.1181730276284156,Jul 16
2019-07-16 03:00:00,288.0,1.799166667,318.699187932259,1.0,2.327954073411547,Jul 16
2019-07-16 06:00:00,295.0,1.483636364,318.4193653084455,1.0,2.0481314495980314,Jul 16
2019-07-16 09:00:00,302.0,1.243636364,318.0685756043601,0.0,1.697341745512631,Jul 16
2019-07-16 12:00:00,307.0,1.136363636,317.82788783548574,0.0,1.456653976638279,Jul 16
2019-07-16 15:00:00,307.0,1.169090909,317.82788783548574,0.0,1.456653976638279,Jul 16
2019-07-16 18:00:00,317.0,1.519090909,317.3465122977371,0.0,0.9752784388896316,Jul 16
2019-07-16 21:00:00,314.0,1.911666667,317.4909249590617,0.0,1.1196911002142542,Jul 16
2019-07-17 00:00:00,303.0,2.173636364,318.0204380505852,0.0,1.6492041917377378,Jul 17
2019-07-17 03:00:00,316.0,1.9725,317.394649851512,0.0,1.0234159926645248,Jul 17
2019-07-17 06:00:00,294.0,1.568181818,318.451248122336,1.0,2.080014263488522,Jul 17
2019-07-17 09:00:00,305.0,1.221666667,317.92416294303547,0.0,1.5529290841880083,Jul 17
2019-07-17 12:00:00,318.0,0.947,317.29837474396226,0.0,0.9271408851147953,Jul 17
2019-07-17 15:00:00,321.0,0.814545455,317.15396208263763,0.0,0.7827282237901727,Jul 17
2019-07-17 18:00:00,330.0,0.998333333,316.7207240986639,0.0,0.3494902398164186,Jul 17
2019-07-17 21:00:00,324.0,1.478333333,317.00954942131307,0.0,0.638315562465607,Jul 17
2019-07-18 00:00:00,317.0,1.809166667,317.3465122977371,0.0,0.9752784388896316,Jul 18
2019-07-18 03:00:00,300.0,1.800833333,318.18888870631764,1.0,1.8176548474701804,Jul 18
2019-07-18 06:00:00,297.0,1.572,318.33638143372207,1.0,1.9651475748746066,Jul 18
2019-07-18 09:00:00,303.0,1.26,318.0204380505852,0.0,1.6492041917377378,Jul 18
2019-07-18 12:00:00,309.0,0.972,317.731612727936,0.0,1.3603788690885494,Jul 18
2019-07-18 15:00:00,319.0,0.846,317.25023719018736,0.0,0.8790033313399022,Jul 18
2019-07-18 18:00:00,312.0,0.924545455,317.58720006661144,0.0,1.2159662077639837,Jul 18
2019-07-18 21:00:00,325.0,1.131818182,316.9614118675382,0.0,0.5901780086907138,Jul 18
2019-07-19 00:00:00,313.0,1.316363636,317.53906251283655,0.0,1.1678286539890905,Jul 19
2019-07-19 03:00:00,313.0,1.375454545,317.53906251283655,0.0,1.1678286539890905,Jul 19
2019-07-19 06:00:00,306.0,1.244166667,317.87602538926063,0.0,1.504791530413172,Jul 19
2019-07-19 09:00:00,308.0,1.035833333,317.7797502817109,0.0,1.4085164228634426,Jul 19
2019-07-19 12:00:00,321.0,0.824545455,317.15396208263763,0.0,0.7827282237901727,Jul 19
2019-07-19 15:00:00,325.0,0.689090909,316.9614118675382,0.0,0.5901780086907138,Jul 19
2019-07-19 18:00:00,340.0,0.7225,316.2393485609152,0.0,-0.13188529793228554,Jul 19
2019-07-19 21:00:00,312.0,1.160833333,317.58720006661144,0.0,1.2159662077639837,Jul 19
2019-07-20 00:00:00,312.0,1.526,317.58720006661144,0.0,1.2159662077639837,Jul 20
2019-07-20 03:00:00,289.0,1.576666667,318.6716213059431,1.0,2.300387447095659,Jul 20
2019-07-20 06:00:00,308.0,1.405454545,317.7797502817109,0.0,1.4085164228634426,Jul 20
2019-07-20 09:00:00,305.0,1.173,317.92416294303547,0.0,1.5529290841880083,Jul 20
2019-07-20 12:00:00,311.0,0.957272727,317.6353376203863,0.0,1.26410376153882,Jul 20
2019-07-20 15:00:00,330.0,0.8475,316.7207240986639,0.0,0.3494902398164186,Jul 20
2019-07-20 18:00:00,313.0,0.905833333,317.53906251283655,0.0,1.1678286539890905,Jul 20
2019-07-20 21:00:00,325.0,1.166363636,316.9614118675382,0.0,0.5901780086907138,Jul 20
2019-07-21 00:00:00,315.0,1.403333333,317.4427874052868,0.0,1.071553546439361,Jul 21
2019-07-21 03:00:00,293.0,1.381818182,318.4957254636852,1.0,2.124491604837715,Jul 21
2019-07-21 06:00:00,314.0,1.215,317.4909249590617,0.0,1.1196911002142542,Jul 21
2019-07-21 09:00:00,314.0,1.01,317.4909249590617,0.0,1.1196911002142542,Jul 21
2019-07-21 12:00:00,311.0,0.839,317.6353376203863,0.0,1.26410376153882,Jul 21
